label	text_a
2	移动 偷走 流量   月 省 流量   充了 一会 电   发现 流量 少 600   移动 后妈   欺负 学生  
1	最大 特点 小个子 前锋   善于 利于 娴熟 脚下 技术 出众 速度 灵活性 突破  
1	2010 年 月 21 日   2015 年 11 月 24 日有 高兴 伤心   愤怒   感动   五年 六个月   再见  
1	今天 冻   看到 五 小学校 路口 有个 交警 互送 学生 一个 一个 马路   感觉 棒棒 哒   车上 没 拍
0	发展 幕末   日本 民间 逐渐 日历 标注   六曜  
2	主号 莫名其妙 锁定   强制 绑定 手机号   没有 手机号 可用   不要 不要   微博 药丸  
3	喜欢 做 选择题   别要 选择   觉得 够
0	  全县 经济 建设 中   组织 带领 青年 发挥 生力军 突击队 作用  
0	防城港   11 月 24 日   周二   空气质量 指数   49   空气质量   优  
3	世界 没有 所谓 玩笑   玩笑 认真 成分   真心话 玩笑 中说 出口   不想 懂   不会 懂  
5	聚餐   下雨   跑 回去   看见 一只 躲雨     室友 唤 居然 跟着 进们
0	嵇康 著作     隋书   经籍 志   著录 有集 13 卷   15 卷本   宋代 原 集散 失   仅存 10 卷本  
1	害怕   需要 陪伴   往往 孤身一人   那种 恐惧 无助   藏 想要 拨通 一个 电话号码 摁 灭 屏幕 夜里   藏 发表 状态 删除 凌晨   藏 无数个 没有 得到 时时刻刻   上帝 公平   四下 无人 黑夜   会 青霄白日 明天     平顶山   阳      
0	扭矩 法则     一个 截面 扭矩 等于 截面 左   以右   部分 各外 力偶 代数和  
2	艹 现在 这种 社会   走 路上 完全 可能 陌生人 背后 捅 一刀     气炸   仇 怨
1	回家 冻得 不要 不要 冬天 穿晨 妹儿 衣服 暖和
3	一跤 摔 重 丢人   鞋跟 没  
1	普天同庆   皇帝 昭 曰   划掉   大喜 日子   禽兽 冒泡 一下下   希望
0	看来     故乡 观念   出自 精神   文化 意义   未来 相结合 故乡  
0	  粗事       俄罗斯 至少 两枚 巡航导弹 叙利亚 阿勒颇 附近 中空 飞行 时 爆炸 坠毁   外形 特征 接近 俄军 Kh   55 巡航导弹  
3	一点 喜欢 地方   不想   诶   一言难尽    
1	宝贝 今天 14 周岁 生日   妈妈 想 说   祝 宝贝 健康 快乐 成长   14 岁   意味着 进入 朝气蓬勃 少年期   每次 看到 意气风发 模样   妈妈 感到 特别 骄傲 自豪   来到 世上   便是 独一无二   妈妈 希望 独立自主 思想 一颗 自由 快乐 积极向上 心   爱
3	这种 感觉 糟透了 鼻子 呼吸 感冒 通气 嗓子 呼吸 疼痛 干痒 问题 爷 不能  
2	最近 特别 压抑 特别 焦躁 特别 沉默 爆发 宇宙
2	坚持 下去   眼睛 肿   我要 退学            
1	好脾气 留给 在乎   晚安  
3	济南 牙医 推荐 一下   谢谢   智齿 引发 牙龈 肿痛 急需 救治   痛死
3	深夜 玻璃心   get   咔嚓   碎  
2	年 错过 大雨   南昌 一次性 还给   特 唱 首歌 急
1	几个 女孩 从小到大 现在 二十几岁 偶尔 一起 叽叽喳喳 感觉 真
4	梦里 追杀 疯狂 跑 快 抓住 室友 声响 屁 噩梦 中 叫醒 闻着 一股 臭气 惊魂未定   害怕       论有 室友 好处
3	单身 汪 1000000 点 伤害
0	选出 十种   第二辑 出版  
0	每次 这家 客户 没有 吃 东西 感觉 生意 惨淡
2	郁闷死 买 东西 邮到 家害 只能 退货 烦死
1	从此以后   风光 落魄 幸福 难过   祝福   祝福  
3	半夜 醒来 一个 小时 过去 毫无 睡意 窗外 雨声 不断 杂乱 事情 不断涌现 脑海 失眠
0	正德 陶瓷 旗下 有嘉仕凡   Justone     东方 雅瓷 两大 自有 品牌  
5	一个 本田 创意 广告   汽车 零部件 组成   完 简直 震惊      
4	  惊恐   釜山 行后   地铁 高铁 火车 有点儿 恐惧感   广州   体育中心
2	见鬼 火车 晚点   害 错过 回 深圳 车
3	今年 运气 真的 太差   工作 难 找   儿子 开年 现在 吃药 没有 断过    
3	大半夜 肚子痛   腰痛   手臂 痛   前天 被车撞 腿伤 加 一起   全身 伤 全身 痛   一点  
4	是不是 说 付出 代价   几天 老是 害怕 睡觉   睡觉 满脑子 恐怖   惊恐   画面   特别 想 哭 冲突   本来 想着 成为 国家一级 逃犯   现在 这点 事情 快 吓死   成为 一个 逃犯 必须 具备   坚强   勇敢   畏惧 生死   敢于 拼搏   舍弃 东西 感情   一个 逃犯 感情       全文
1	  一张 折 折 报纸 成功 站 六个   两个 胖子   包括   居然 成功         紧紧 抱 一起 一种 团队 感觉   喜欢   温柔   出汗   冻成 狗 出汗            
5	每天 走路 步数 越多越好   完 这篇 知道 大错特错  
1	现在 承受 价格 文字 印成 本书   算是 完成 心愿  
2	比赛 太 TMD 憋气   干脆 输 拉倒  
1	喜欢 丸子 头   女盆友     今天 美
1	到底 唱歌 哭       皂片 发给你 女票   告诉   唱 哭     不要 感谢     随口 之劳
0	激光 武器 三十多年 研究   已经 日趋 成熟 今后 战场 发挥 越来越 重要 作用  
4	两天 失眠 发作   好不容易 睡着 噩梦 吓醒 继续 失眠   害怕 听到 有人 说   不要 想     有时候 会 反驳   有时候 直接 屏蔽   看到 一句 话   痛苦   是因为 想得到 太   事实上   已经 失去 很多   老天 剥夺   已经 丰足   老天 硬塞
2	管理 不善   听信 小人   聘用 老师 压着 在编 老师   冷漠   表面 一套 背后 一套   虚伪 想 吐   连续 雨天 真是 绝配     刚好 帮 洗洗 车
2	洗澡   满头 洗发水 泡沫 准备 冲洗   突然 砰 一声   水管 爆裂 水流 瀑布   赶快 包 浴巾 头巾   跑 楼道 水房 关 水闸   我气 想要 拆掉 房子 冲动   一夜 没睡 躺 沙发   真特          
1	Smileandstopcomplainingaboutthethingsyoucan   tchange   Timekeepstickingwhetheryou   rehappyorsad   保持 微笑   停止 抱怨 改变 不了 事   开心   时间 总是
0	  宋代 中国 艺兰史 鼎盛时期   兰艺 书籍 描述 众多  
2	五分钟 拍 死 三只 蚊子   一群   点 蚊香 没用   脚上 N 包   冬天 啊啊啊 啊啊啊 热 忍 蚊子 不能 忍
2	真是 以后 菜市场 大妈 卖菜 买菜 气质 真他妈 够 滚 滚       去年 买 个表   真 影响 心情
5	点大 居然 会 喜欢 玩 海岛 奇兵
4	分享 图片 闲得无聊   百度 一下   有点 惊恐
0	考虑 家用电器 日益 增多   故应 留有 余量   倍数 越大越   应当 合理 适度  
3	听说 经贸 院有 两大 帅哥 长得帅 课 上课 可多人 拍 ppt 没选 课     选 一个 老师   明天 没 动力 课
2	草泥马 烂 土豆 明明 20151018 期数   点 进去 一期 内容
0	20 年代 末   Naeff 家族 分出 一支   主要 打造 手表 外观 表壳   当时 腕表 产量 大大超越 怀表  
3	发现   陌生 领域 里 新知   总是 本能 选择 后退 胆怯   小心翼翼 犹豫不决 优柔寡断   错失 良机     恐惧 无知   更为 悲伤   通常 这种 心态 陌生 领域 日后 所要 谋取 生计 领域   不止一次 午夜 梦回 时 叹气   没有 一点点 优势
4	刚看 一个 做 眼袋 手术 视频 妈妈 吓死 宝宝 熬 完 今天 熬夜 不想 做 那种 恐怖 手术 妈 做手术 办法 祛 眼袋   泪     泪     泪     泪     泪     泪  
0	导气 装置 位于 枪管 下方   导 气孔 调节  
3	最近 越来越 了解   总 觉得 变   变得 心 容易 痛   眼泪 不值钱 总会 时不时 掉下来   现在 恨 没出息
1	睡醒 久   玩微 博玩 一个多 小时   躺 被窝 里 玩 太 舒服  
5	不想 结婚   告诉
1	怀疑 一个 说 做   不会 信   总 过不去 心里 道坎   弄清楚 事情 真相 不会 做出 错误 事情
5	小池 ? ? 新歌 竟然 作曲    
0	  进一步 查究   吴汉 家庭 夫妇关系 到底  
3	心情 略 失落   怀孕 好多 事情 不能 放手去做   有时候 觉得 没用
2	改了又改   改了又改   改            
2	追 两个 通宵 苏哲 苏哲 没 跟靖王 一起 丫 居然 死 死
5	卧槽   国内 搞 评测 出 App  
4	两天 逛 澳洲 阿得莱 德 博物馆   每天 上午 11 点   馆员 带领 游客 参观   讲解 博物馆   带 可能 位 孩子王   经常 带 孩子 参观   动作 极其 夸张   讲得 快   听得 里 雾里   骨头   说 土著 先人 头骨 放在 家里   以示 纪念 带来 好运   听得 头皮发麻
3	自私   说 爱情 付出   其实 考虑 想要   从来 没有 考虑 想要 东西     注定 一直 活 纠结 痛苦   也许 一个 多一点点 走 不到 今天   没 缘分   年纪   赌不起   爱 做梦 年纪   不想 接受 现实   真 悲哀
3	高中 虐 千百遍 数学题 刚刚 虐 千百遍
0	70 岁 张彦是 景宁 一中 生物 老师   中国动物学会 会员  
2	今天 没 背单词 旷 两节课 一节课 被点 起来 回答 问题 头疼 晕车 没带 床单 回 学校 被罩 套 褥子 上用 大概 脑子 扔 家 没带 回来 算了 一下 学期 门 考察 课交 作业 16 周 随堂 考 门 考试 周 门 门 数学 门 专业课 门 辅修 双语 想 赶快 寒假 找 实习 喜欢 考试 周
3	下雨   觉得 车子 房子 太 重要  
2	明白   操 他妈的 非得 一起   非得 一起
2	  伊 芙   布德干   时代   多久 没 洗衣服 大爷 寒冬
1	离不开   真的 离不开   想到 曾经 那一刻 觉得 心好 痛   想 一起   一直  
1	昨晚 晚上 木下 吃 东西 视频 真心 饿死 宝宝 早上 一碗 热腾腾 三鲜 粉 下肚 世界 变 美好  
2	忙 知道 东南西北 左右 大爷
3	一夜 大雨 过后 一天   冷得 抖抖   上班 上班   读书 读书
5	做梦 真的 奇妙 原本 同学 心里 走 丢 可能 一年 不怎么 会 联系 做个 梦 居然 回来 有说有笑 为啥
1	原创 临摹 风格 差异   挺 渣   阿尔 可爱   画得 幸福
5	原来 美丽 99 里 张惠春 真的 声音 里 张惠春 告诉 真相   暴露 年龄    
1	喜欢 粉色 蓝色 少女 心 杠杠 不服 挑
1	笑 生活 一天   日积月累   会 发现   岁月 不知不觉 中 赠予 一笔 无价 财富     坦然 面对 未知 世界   不再 惧怕 老去  
5	Moriaty 007   穿越
0	新 领导班子 带领 全馆 职工 开拓创新   实行 全员聘用 制   岗位 管理 工作 目标 管理 责任制  
2	该亲 亲 搞 甜蜜 粉红 不让 人活 赐 一个 和尚
3	误解 时 争辩 沉默   了解 不必 全世界 喊话   爱 误解 难过 不想 争辩   全世界 懂 应该 懂 不能 懂   话 说 选择 沉默 是非 陈述 清楚   根本 没有 真正 与非 不想 说话 说 多说无益   也许 沉默 最好 解释  
5	告诉 gary 带 陈赫 帽子
3	韩国 回来 睡不着 想 吃 部队 火锅
0	研究院 常设机构   院长 办公室   专家 委员会   新 产品 开发部   国际交流 部   资料 编辑部   会展 事务部   技术 培训部  
3	占星 说 12 月份 会谈 一场 恋爱 一直 单身 听到 消息 惊呆 刚 惊 完静姐 帮 介绍 男朋友 重点 眉毛 刚 做 完像 蜡笔小新 约会
1	做 十七 快乐                  
2	Fuckwithyou   渣 渣 傻 逼  
2	小气 烦 打球 打到 拍子 打球 美丽 心情 瞬间 终止       MDMDMD 瞬间 开心 真特 烦躁 掉 块 漆
0	征服 亚 摩利 事件 带来 教训   ? 争战 以色列 开展 迦南 征服 战 之前 序幕 战   以色列 得胜 消息 传遍 迦南 全地   以色列 成为 周边国家 一致 颤惊 恐惧 对象   这件 事 暗示   ① 对以 耶和华 元帅 耶和华 军队   军事力量   绝 没有 失败   ② 属世 权柄 惧怕 耶和华 之同 百姓 圣徒   圣经 精读
0	全县 总面积 10001   平方公里  
2	嗨   今天 堵车   跑 一站 换车   极度 缺乏 体育锻炼   气喘 死   喝风   喉咙 好痛   迟到
0	  黄鸿升 潮流 时尚 独具 品味   当今 台湾 潮流 界 代表 人物  
2	一个 逆行 拽 成 一脸 翔 女司机 TMD 今天 遇到 两个       想 脸 喊 一句   滚 丫
2	通知 提车 通知 提车   心焦   下周 出差 一周   难道 非 拖延 12 月     好求 烦  
3	或许 上辈子 一只 被遗弃 毛孩   看不得 宝贝 威胁 生命   整天 惶恐不安   每个 故事   一滴 泪   心疼  
2	今天 心情 够 憋屈 特 关 事
0	香港 医院 管理局 患者 卡   PatientCard   记录 病人 完整 医疗 过程   包括 医生 检查   检验   X 片   CT 片 MTI 片及 处方  
3	我穷 没什么 想 买 想 解决 温饱  
4	真的 感觉 论文 写 完 伙伴 请来 安慰 鼓励 一个 涌抱
1	做 越   背后 说 越   越   背后 讥讽 越   变得 越强   背后 打击 越   生得 越美   背后 嘲笑 越   关系   家人 爱人 每天 幸福 下去   足够   发生 背后 事情   清楚 知道   会 清楚   听 不到    
4	  眼泪     眼泪     眼泪   根本 懂 真正 可怕     最近 沉迷于 beautyplus 我查 一下 美颜 相机   那日 版 没有 大头贴 功能   玩 没有   没玩过 发给     吓死
4	百万 巨型 帝王 蟹 入侵 南极 大陆架 引发 生态 浩劫 巨型 帝王 蟹 足展 达 米     这种 蟹 体型 庞大   会 成为 出现 水域 顶级 食肉动物       启韬 资讯   张牙舞爪   科幻电影 里 怪物
1	学会 逆 矩阵   单反 拍 几张 过去 照片   好好 准备 四级     小姑娘 感觉 美好  
3	晚上 洗 好头 涂太多 椰子油   涂 头皮  
0	证券市场 今后 发展 呈现 金融 创新 进一步 深化   发展中国家 地区 证券市场 国际化 较大 发展 新 趋势  
3	阿牛 贡献 两窝 仓鼠 之后 去世 我家 月 一个 淘气 活泼 长 脑子 boy 带来 嫩 快乐 宝贝儿 爸爸 会 非常 想
0	位于 郊尾镇 西部   西南 依大帽山   洪山   东北 湖宅   芹林 为界  
5	园里 午餐   点 居然 没什么  
5	魏魁 转会   明明 斯柯达 包揽 成 闪电 中国
0	编制 床位 320 张   设 病区   15 临床 科室   市级 重点 专科   12 医技 科室   26 专家 专科门诊   社区卫生 服务站  
5	今天 宣布 退社 想 起来 中 二 时期 头像 居然     几百年 不上 贴 头像      
2	晚饭 吃   真是 狗 带
1	真   想要 身边   真
4	失眠 三点 七点 半 醒     可能 挂机
2	室友   室友   室友   尤其 女生   女生   女生   懂 感受
2	火气 真能 一人 干掉 一盆 麻辣 水 煮肉 问 为啥 火      
0	1989 年 月 19 日   国家 新闻出版署 批复 同意 民政部 成立 中国社会出版社  
2	臭 老鼠 子   破坏 一点红 拼命 小红 不要 死
0	  奕 车人 婚姻家庭 形态 调查       影视 人类学 历史 现状及 理论 框架   论著  
0	动画 春晚 蛇 年 换装 2013BTV 卡酷 少儿 动画 春晚 日前 京 启动  
2	现在 早上 地铁   想 骂 三门   心里 万马奔腾
0	10 月 10 日信 玄 进入 远江 北部   犬 居城 山县 昌景队 会师  
1	雪 渐渐 化   天 渐渐 冷   亲们   注意 保暖   不要 寒意 吞噬 激情   早安  
2	觉得 女孩子 女孩子 性格   温温 柔柔的 多好   做 不到   现在 气炸   滚 大爷 合着 底线 帮   想想  
1	满满的 幸福感 深夜 睡不着 试着 发消息 秒 回
2	大清早 一個 知道 哪裡 來 野電話 吵醒   一看 來 電顯示   浙江 江蘇 親友們   我瞬間 凌亂  
1	双十 一本 想买个 电磁炉   送 锅碗瓢盆
2	虐 死   单身   分 分钟 卒 更新 太慢   已经 带 mike 善德之源 第一部 完   简直 舔 屏
1	喜欢 范儿                   追星 头一回 赶上 曝光 频率 喜欢
2	天   哪门子 轻去 发落   以后 这种 案件 不能 直接 死刑 来个 杀鸡儆猴     惩罚 太轻 变态 发病   法官 钱 办事   判 死刑  
1	一天 只刷 十分钟 手机 感觉 远离 网络 赞赞
3	哥哥 答应 好好 照顾   哥哥 快点 起来
2	刚刚 做 一套 题   53 分   肚子 饿   下午 发微博 不理
1	无意 中翻 惊喜   姑娘   没 p 底片 没   丢  
0	说白了 事儿 认真 迷人 话 俗理 不俗
3	买俩 年糕     手机 摔     出 坑     呜呜 呜呜   肯定 疼 呜呜   亲   会 不会 记恨     呜呜 呜呜 呜呜 呜呜   我要 买个 创可贴
1	Chef   n 推出 香蕉 切片 器 Bananza     使用 方法 非常简单   剥掉 香蕉皮   夹住 香蕉   用力 切断   一片片 完美 圆形 香蕉 切片 出现   不锈钢 刀片   小孩 使用 非常 安全  
1	  现在 知道 为啥 我要 爪子 设计 成 样子   有没有 超配  
2	知道 政府 单位 一群 闲人   吃屎   再也 不想 废物 接触   OMG
0	常用   生态 形容 美好 事物   健康   美丽   和谐  
5	居然 失眠 几天 学习 锻炼      
1	giftforme     草莓 控   幸福   安  
1	刚才   主子 偷偷 床   没 忍住 动 吓跑   以后 不会   再次 到来
0	2007 年 月   公司 2006 年度 末 股本 基数   资本 公积每 10 股 转增 股   转增 股本 变更 184   270   676   00 元  
2	今儿 真是 倒霉 透   碰见 瞎了眼 高中生 阿姨   薇 薇 衣服 扔进 油锅   真是     疯  
1	看来 男朋友 没用   男朋友 陪刷夜   避免 刷夜   帮 打水 陪 打水   陪 外出 接送   陪 医院
2	盛装 打扮 两天   今天 没有 见到   加上 周末 两天   已经 四天   我要 疯          
2	排外   排外   排外   排外   回老家   路 堵车 间隔 长   关键 没 素质   私家车   车多往 开   少开 一天 车会 死  
2	  微博 辟谣   鼎盈 化工 根本 没有 双氧水 车间   信息 有误   这种 关乎 公众 安全 消息 仅仅 一人 之口   几张 模糊 图片 怎敢 乱说   多事之秋   涉及 化工 安全 这等易 引起 公众 恐慌 敏感 信息     据说   一词 太过 儿戏    
3	一早 醒来 一个 没有 真的 习惯 生活 感觉 好像 每个 目标 追求 迷茫 起盟盟 再不来 真的 垮 一个 熟悉 地方 重庆 终于 明白 那种 空落落 感觉 那句话 选择 不要 回头 明天 回 学校 练 车把 考证 书看 一哈 带 回来
0	夏朝 时期   枣庄 地区 南属 鄫 国   北 西部 属 滕国 薛国  
2	新浪 巨烦 短 微博 字数 限制 长 微博 限制 特 有毒
1	小家伙 长大 绝对 人才   西瓜 吃  
3	悲 催   忘 钥匙   进不去 屋
1	晨跑     结束   一种 满血 复活 感觉  
3	隐形眼镜 揉碎 眼镜 里   痛死
2	来斯一 逼       世界 傻 逼 喜欢 low 逼   简单 一个 道理 到底 懂不懂 投票 领先   你家 脸 打肿   看到 你家 打榜 傻 逼 言论 忍不住 想 撕碎   今年 台下 好好 听 loser   记得 哥哥 鼓掌   毕竟 low 逼 懂 礼貌    
0	这首 名曲   苏武 牧羊   词作者 蒋荫棠  
4	最近 晚上 一直 做 噩梦 一直 一直 老醒 老醒 早上 会 特别 特别 害怕 鬼 知道 怕
1	想 回想 今天 事情   喜欢 工作日 分出 两个 半个 小时 小家伙   专注 聊天   今天 计划 任务   完成 情况 良   最后 12 点前 睡  
0	微博增 新 好友   总 觉得 似曾相识   想不起来 见过 难道 论文 狗 错觉    
0	激光头 读取数据 整个 过程 中   寻迹 聚焦 直接 影响 光驱 纠错 能力 稳定性  
4	这种 惊吓 人生 中有 一次 就够   真的 吓坏   伙伴 注意安全     感冒  
2	下雨天 路上 简直 没 办法 开   一个 不让 一个   堵 碰
0	接痕   涂装 时   干湿 涂层 搭接 处 颜色 加深 光泽度 提高 现象  
5	越来越 容易 饿   吃 越来越  
2	SM die   彻彻底底 狗 带  
1	小说 七分   剧情 中规中矩   天降系 打倒   人物 塑造 差一点   轻 小说   依旧 没什么 卵用 标题   作者 首位 强行 点题     最终 走 居然 妹线 伤心     辣 辛苦 妹妹 复活 居然 推     没什么 事 看一看 没 问题   不太 吸引    
3	发现 患 一种 严重 病 吃 东西 停不下来 吃 完 咸 一定 吃 点 甜 吃 完甜 想 吃 点 辣 吃 完辣 想 喝点 饮料 喝完 饮料 想来 点 咸 最近 已经 胖 斤
3	没有 朋友 身边 日子 真的 习惯
0	现在 是不是 参加 结婚
1	2015 年 11 月 17 日   点 45 分   侄女 出生
2	MD   竟然 没分 一起   考虑 不要 弃考 陪 一起
2	  会计公司 停电   会计 寝室 天然气 不了     屁大 点 事情 找 大妈 管家 脾气 真的 不能 太好
2	据说   依法治国       据说   依法治国      
1	非常感谢 过生日 说 生日快乐 伙伴       真   年龄 金字塔 砌筑 越来越 咄咄逼人   岁月 菜刀 脸上 身躯 撇下 一条条 烙印   沉浸于 过程 中 收获 应有 沉淀   不时 会 收获 即将 拥有 未来   希望 明年 生日 思考 回忆 空间 更大 更 宽 更亮   生日快乐   写给 xx 岁 生日  
2	尼玛 狗 没有 区别   死 咬着不放   狗 粮缺 慌  
0	摄影 培训   包括 人像 摄影   风景 摄影   静物 摄影   微距 摄影   淘宝 产品 拍摄   Photoshop 后期   儿童 摄影   全景 摄影   培训 教育 内容    
4	新来 妞 死活 拉 纹眉   剪齐 刘海   每天 问 考虑 没有   我怕 痛 怕 我会 更挫     放过
5	睡觉 盖 两个 被子   上面 被子 总是 掀起   掀到 左边   这是 睡姿 动作
2	想起 事情 尼玛 舒服   舒服   舒服  
1	一定 多活 一分钟   离去   捉 紧 手     平日 睡觉时  
1	一下子 翻 好几年 微博 看看   感觉 真   记录 留着 纪念  
0	伴随 连续   节奏 打嗝 声   匈牙利 一个 村庄 连续 杀人 凶案 就此 展开  
2	简直 不想 讲 之前 三班 逃离 吕 英俊 魔掌 地理 居然 及格 知道 后来 回到 狼窝 想着 英俊 终于 讲课 应该 及格 太天真 地理 不及格 直接 各科 前 二十 平均 排名 拉 三十 我要 炸
0	天顺 七年 正月   本县 石佛寺 出家   受礼 恩师 喇嘛 金敦领 占 师  
2	糟心 tanainaimamamidegunduzidougeiwogungungungunyouduoyuangunduoyuan
1	暗自 许愿 想 找个 酒量 好过 男人   找 喜欢 风味 喝酒   不到 两盎司 威士忌 干 倒 男朋友   觉得 挺  
2	今天 一大早 坐 公交车 遇到 一个 傻 逼 心情 全毁
3	想 回家 爸爸妈妈 欺负 接 回家 宝贝 欺负
2	头晕   感冒   鼻塞 喉咙痛   崩溃
5	卧槽       呜呜 没有 SSR 技能 有点 过分   玩 下去 卧槽     加强版 脸狐     可怕   惊恐  
1	早起 看到 天空 心情 sky は き れ い で す ね  
0	1959 年 成立 北京市 眼科 研究所  
2	该死   得到 一定 报应   问 借钱   骗钱   去死吧  
1	觉得 没有 安全感 没 办法 卸下 伪装 脆弱 留给 眼泪 擦 睡醒 明天 美好 一天
0	  巴颜喀拉山   终年 积雪 高山   处处 冰河 垂悬   每年 春天 以后   强烈 日光 照耀   巴颜喀拉山 冰雪 渐渐 消融   融水 汇成 一股 股 溪流   滋润 乾燥 沃土   更为 长江 黄河 供给 水源   黄河 源流 细水 涓涓   清澈 平缓   穿过 锅形 沮洳 中央   注入 星宿 海  
4	开 半小时 车 妞妞 好像 很累 样子 不怎么 搭理 害怕 认识 害怕 觉得 不要 爱 想 快点 回家
4	恐怖 女歌星 丈夫 千里 之外 活活 吓死 那集   张 保单   处心积虑   门铃 处 灯光 混乱 鬼叫声   一个 房间   一天 一天 累积 起来 摧毁 掉   最后 一天 晚上 心脏 脆到 一定 程度 活活 吓死   天   死法 太 可怕   小时候 完 几天 没睡   以后 恐怖 声音 战战兢兢  
3	梦见   一圈 一圈 音乐 操场   湖边 幽暗 小桥   耳旁 温柔 歌唱   斜坡 下课 一起 小伙伴   阳光 晒 懒洋洋   那年 冬天 近 远 回忆   离开 当初 想要 逃离 地狱   却是 再也 走 回不去 天堂   一直 想 回去 看看 模样   听 提及 大学 遥远       12   11   18
2	明天 考试   今晚 居然 失眠   失眠
5	吓人   惊恐   杨洋 成都 路演 见面会 票价 炒到 一千
4	昨天 看电视   一个 文化部门 工作 50 老人   退 失魂落魄   想到   以后 我要 退   我该   工作 之外   生活  
1	  再见     爱情 里 低 心态   一直 深信   是否 接受   80   早就 决定   爱情 里 真正 自信     清晰 自我认识   相信   热爱 坚持   踢开 内心 屌丝 之后   会 看到 爱情 里 无敌 魅力 根本 来源   爱   胜过 爱 任何人  
3	本想 回到 生活圈   误入 一个 不知 对错 朋友圈   想想也是 挺 悲哀
3	貌似 每个 知道 铜价 会 去向 何方   跟不上 节奏   跌 吐
3	不太会 走路   以往 每逢 下雨天 想 足不出户 安静 地宅宅   现在 劳碌命
2	数学老师 真是 钻 钱眼儿 里   真想 扇  
1	显然   王阳明 做到   超越  
0	马泽 教授 20 多年 一直 从事 中国 当代文学 教学 研究 工作  
3	    做人   开心 重要     多有 道理 台词   听 多年   臣妾 真的 做 不到
3	  完美 世界     信任   温情   落泪   段时间 心 变得 分外 柔软   泪点 低   或许 酒 浇 块垒   总是 别有 胸怀  
2	今天 面试 第一场 糟糕 不想 回忆 心理素质 太 差
0	卧室 设计 中   白色 大面积 使用   卧室 充满 清新 范  
0	第二条 条例 适用 本市 城市规划 区域 城市 公共汽车 客运 经营 公共汽车 客运 服务设施 建设   管理  
1	  谢谢 朋友 问候   祝您 天天 快乐
0	国梁 告诉 大苗 觉得 两个 跳舞 非常 浪漫 事情   希望 一天 大苗 共舞  
1	以后 接送 机 一定 把蕊姐 拍 美美     酱   晚安  
0	许下 一个 不能 说 秘密         寒风 肆意 季节 里
1	欢迎 新 成员 大白             加入   爱
2	微博君 咱能 抽   害 闹 笑话
0	群鸥 栖息 沙草 之间   天时 向晚   飞鸟 归巢   万顷 江田 之上 一鹭 飞翔  
2	老师 说 倒 课 倒 课 一倒 一个 学期 倒 时间 分配 时间表 乱套 好意思  
2	想 今天 丢人   下午 见 朋友   第一句 话   眉毛         蜡笔小新   丑死   以后 别画   这是 本周 第三个 说 蜡笔小新   终于 明白 上午 谈 客户   客户 盯   后知后觉 尴尬   尴尬 死
0	最近 貌似 看不到 刷 微   工作 太忙   着实 辛苦  
2	主席 有毒   饿着肚子 选举 病   上午 满课   下午 三节课   洗澡 脑子 坏特
2	这本 国家图书馆 书店 掏到 奇书   量子 理论 讲透   唯物论 唯心论 揉成一团   正常 人类 三观 扭曲  
0	俄罗斯 有点 腹背受敌   本来 亲自 上阵 打击 恐怖分子     顺便 帮着 阿萨德 打击 反对派   前面 客机 人放 炸弹 搞 下来   死 200   没 消停   SU   24 干 下来   飞行员 违法 人道主义 灭   看普 大帝 处理   断然 咽不下 口气   资金 问题   上合 组织 责任 义务 协助 消灭 恐怖分子  
2	加强 管理 目前 提高 利润 迫切 工作   每天 关注   应收 任务 库存 客户 管理 考勤   周会 坚持   必须 做   十分 危险   自省 中      
5	天   圖一 這人 直覺 一毛 一樣   惊恐   女人 直覺 可怕   惊恐   问题 开早   没什么 正经 答案   港 真知 谈 演技 问题 很多   转载 答案 不错  
2	家里 一堆 东西 没 地方 放 借出 一间 装修 放 杂物 特 病 病 病 病 病 买 个表
2	从来 一个 合作   配合 假装 更 配合 团队   好像 这种 不能 存在   姑娘 柔软 性子 开朗 笑声  
1	好久 没有 静下心来 细细品味 本书   本书 唤醒 尘封 记忆 深处 童年 童真 童趣 回忆 青春 记忆   更 亲情 感悟   究竟 真正 想要 东西   迷失   是不是 浮云 幻影 浪费时间 太多  
0	是否 经常 狠 不下 心来 做事   不够 狠   不够 狠     总是 黏 黏糊糊   总是 不忍心 拒绝   总是 不了 决心 更好   总是 缠绵 过往 不能自拔     优柔寡断  
2	临睡前 查 一眼 物流 状态   发现 今天 明明 没 接到 电话 物流 显示 送 无人 变成 疑难 件   睡不着   两千多块 发票 亲   月 真是 发票 搞 神经衰弱   只求 月 顺利 报销
3	打包 行李   泪水 竟 没有 忍住  
2	尴尬     缓解   出 一天 糗  
2	感觉 不能 看空 梦 文   憋屈
2	妈个 鸡 睡个 觉 起来 一身 包 昨晚 干嘛    
3	想 聚个 餐 难   推 一个 会 一个 会   推   不能 好吃 饭
3	准备 ppt 事情   每天 累   照顾     欧 巴国   吸引 一片 迷妹   心痛
2	困死   二十分钟 休息时间 真心 不够   没 睡着 上班  
1	带 耳机 听 那头 呼声 其实 一种 幸福
2	想 真心 躲 东西 抬头不见低头见 尴尬 一百次   想见 偶遇 遇不到
4	这种   猥琐   感觉 会 觉得 害怕   音乐 听 起来 年代 感     像是 小时候 看过 那种 年代 东西     可怕     真的 可怕         觉得 有点 恶心    
0	家里   肖在 为拉珠 准备 带去 礼物  
